799.92	796.15	792.37	788.59	784.81	781.04	777.26	773.48	769.7	765.92	762.14	758.37	754.59	750.81	747.03	743.25	739.47	735.69	731.91	728.13	724.35	720.57	716.79	713.01	709.23	705.45	701.67	697.89	694.11	690.33	686.55	682.77	678.99	675.21	671.43	667.65	663.87	660.09	656.31	652.53	648.74	644.96	641.18	637.4	633.62	629.84	626.05	622.27	618.49	614.71	610.92	607.14	603.36	599.58	595.79	592.01	588.23	584.45	580.66	576.88	573.1	569.31	565.53	561.75	557.96	554.18	550.39	546.61	542.83	539.04	535.26	531.47	527.69	523.9	520.12	516.33	512.55	508.76	504.98	501.19	499.5	498.77	498.05	497.32	496.59	495.86	495.14	494.41	493.68	492.95	492.23	491.5	490.77	490.04	489.32	488.59	487.86	487.13	486.41	485.68	484.95	484.22	483.5	482.77	482.04	481.31	480.59	479.86	479.13	478.4	477.68	476.95	476.22	475.49	474.77	474.04	473.31	472.58	471.86	471.13	470.4	469.67	468.95	468.22	467.49	466.76	466.03	465.31	464.58	463.85	463.12	462.4	461.67	460.94	460.21	459.49	458.76	458.03	457.3	456.58	455.85	455.12	454.39	453.67	452.94	452.21	451.48	450.76	450.03	449.3	448.57	447.85	447.12	446.39	445.66	444.94	444.21	443.48	442.75	442.03	441.3	440.57	439.84	439.11	438.39	437.66	436.93	436.2	435.48	434.75	434.02	433.29	432.57	431.84	431.11	430.38	429.66	428.93	428.2	427.47	426.75	426.02	425.29	424.56	423.84	423.11	422.38	421.65	420.92	420.2	419.47	418.74	418.01	417.29	416.56	415.83	415.1	414.38	413.65	412.92	412.19	411.47	410.74	410.01	409.28	408.56	407.83	407.1	406.37	405.65	404.92	404.19	403.46	402.73	402.01	401.28	400.55	399.82	399.1	398.37	397.64	396.91	396.19	395.46	394.73	394	393.28	392.55	391.82	391.09	390.37	389.64	388.91	388.18	387.45	386.73	386	385.27	384.54	383.82	383.09	382.36	381.63	380.91	380.18	379.45	378.72	378	377.27	376.54	375.81	375.09	374.36	373.63	372.9	372.17	371.45	370.72	369.99	369.26	368.54	367.81	367.08	366.35	365.63	364.9	364.17	363.44	362.72	361.99	361.26	360.53	359.8	359.08	358.35	357.62	356.89	356.17	355.44	354.71	353.98	353.26	352.53	351.8	351.07	350.35	349.62	348.89	348.16	347.43	346.71	345.98	345.25	344.52	343.8	343.07	342.34	341.61	340.89	340.16	339.43	338.7	337.97	337.25	336.52	335.79	335.06	334.34	333.61	332.88	332.15	331.43	330.7	329.97	329.24	328.52	327.79	327.06	326.33	325.6	324.88	324.15	323.42	322.69	321.97	321.24	320.51	319.78	319.06	318.33	317.6	316.87	316.14	315.42	314.69	313.96	313.23	312.51	311.78	311.05	310.32	309.6	308.87	308.14	307.41	306.68	305.96	305.23	304.5	303.77	303.05	302.32	301.59	300.86	300.14	305	311.29	317.55	323.78	329.96
800	798.42	796.74	795.05	793.36	791.68	789.99	788.3	786.62	784.93	783.25	781.56	779.87	778.19	776.5	774.81	773.13	771.44	769.75	768.07	766.38	764.69	763	761.32	759.63	757.95	756.26	754.57	752.89	751.2	748.98	745.46	741.93	738.41	734.89	731.37	727.84	724.32	720.77	717.17	713.56	709.96	706.41	702.91	699.37	694.53	689.54	684.55	679.56	674.57	669.57	664.58	659.58	654.57	649.53	644.43	639.28	634.13	628.98	623.83	618.68	613.53	608.38	603.18	597.36	590.6	583.8	577	570.21	563.43	556.66	549.93	543.85	537.83	531.8	525.77	519.74	513.72	507.7	501.51	494.84	487.73	480.6	473.47	466.34	459.21	452.08	445.81	439.9	433.99	428.08	422.16	416.24	410.32	404.4	398.56	392.86	387.16	381.46	375.75	370.04	364.33	358.62	352.91	347.7	343.02	338.33	333.65	328.96	324.28	319.59	314.91	310.22	305.54	300.86	296.49	292.19	287.89	283.59	279.29	274.99	270.69	266.39	262.09	257.79	253.49	249.26	245.31	241.49	237.74	234.03	230.37	226.72	223.08	219.44	215.8	212.17	208.53	204.89	201.26	197.62	193.99	190.36	186.72	183.07	179.42	175.77	172.1	168.43	164.75	161.06	157.35	153.63	149.96	146.36	142.8	139.27	135.77	132.33	129.03	125.87	122.71	119.55	116.39	113.24	110.08	106.93	103.77	100.62	98.401	96.573	94.768	92.968	91.173	89.379	87.587	85.796	84.006	82.218	80.431	78.646	76.861	75.078	73.296	71.516	69.737	67.959	66.184	64.41	62.639	60.87	59.106	57.344	55.583	53.825	52.072	50.319	48.872	47.524	46.178	44.832	43.487	42.141	40.795	39.45	38.104	36.758	35.412	34.066	32.721	31.375	30.029	28.683	27.337	25.991	24.645	23.299	21.952	20.606	19.26	17.913	16.567	15.22	13.872	12.525	11.176	9.8272	8.4766	7.1241	5.7693	4.4132	3.0493	1.6668	0.31925	0	0	0	0	0	0	0	0	0	0.017674	0.28929	0.79799	1.4668	2.2479	3.1108	4.0495	5.0494	6.0946	7.173	8.2757	9.3957	10.528	11.667	12.81	13.954	15.096	16.235	17.367	18.492	19.607	20.712	21.805	22.885	23.951	25	26.032	27.045	28.04	29.014	29.967	30.897	31.804	32.686	33.542	34.372	35.173	35.946	36.687	37.397	38.074	38.716	39.322	39.891	40.421	40.91	41.356	41.76	42.12	42.434	42.701	42.918	43.084	43.2	43.26	43.258	43.19	43.053	42.846	43.8	45.008	46.213	47.417	48.623	49.834	51.035	52.222	53.393	54.542	55.664	56.751	57.792	58.77	59.658	60.427	61.172	62.058	62.908	63.64	65.395	67.455	70.567	76.287	81.992	87.514	92.771	97.637	102.52	111.55	120.71	129.9	139.12	148.39	158.12	167.97	177.82	187.66	197.43	206.34	214.82	223.29	231.71	239.73	247.52	254.56	261.3	267.94	274.36	280.73	287.11	293.48	299.82	306.02	312.25	318.44	324.6	330.73
800.01	798.61	796.92	795.23	793.54	791.85	790.17	788.48	786.79	785.1	783.42	781.73	780.04	778.35	776.66	774.97	773.29	771.6	769.91	768.22	766.53	764.84	763.15	761.46	759.77	758.08	756.4	754.71	753.02	751.32	749.12	745.73	742.2	738.68	735.16	731.63	728.11	724.59	721.06	717.54	714.01	710.48	706.96	703.35	699.3	694.72	689.85	684.86	679.87	674.87	669.86	664.85	659.84	654.81	649.75	644.67	639.56	634.43	629.28	624.13	618.98	613.83	608.62	603.11	597.24	590.89	584.06	577.2	570.36	563.53	556.74	550.14	543.83	537.74	531.68	525.62	519.56	513.51	507.43	501.1	494.46	487.47	480.33	473.18	466.03	458.88	452.02	445.62	439.56	433.61	427.66	421.71	415.76	409.83	403.95	398.13	392.37	386.7	381.03	375.35	369.66	363.96	358.25	352.54	347.4	342.71	338.03	333.35	328.66	323.98	319.3	314.61	309.93	305.25	300.67	296.25	291.94	287.65	283.35	279.06	274.76	270.46	266.17	261.87	257.57	253.27	249.09	245.1	241.15	237.2	233.25	229.29	225.34	221.38	217.43	213.48	209.54	205.61	201.74	198.03	194.4	190.77	187.13	183.49	179.86	176.24	172.63	169.01	165.4	161.79	158.18	154.56	150.96	147.7	144.55	141.4	138.25	135.1	131.95	128.81	125.66	122.52	119.38	116.24	113.1	109.95	106.81	103.66	100.6	98.235	96.298	94.425	92.574	90.733	88.898	87.066	85.238	83.413	81.59	79.77	77.951	76.134	74.319	72.505	70.692	68.882	67.075	65.274	63.478	61.69	59.913	58.151	56.408	54.677	52.967	51.306	49.699	48.293	46.912	45.546	44.185	42.827	41.47	40.114	38.759	37.404	36.049	34.695	33.34	31.986	30.631	29.277	27.922	26.567	25.212	23.857	22.501	21.145	19.789	18.433	17.076	15.718	14.359	12.997	11.634	10.267	8.8957	7.5162	6.1252	4.7174	3.2963	1.8183	0.2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06109	2.5033	5.0061	7.5087	10.01	12.513	15.019	17.527	20.037	22.549	25.061	27.573	30.087	32.6	35.114	37.627	40.141	42.654	45.168	47.737	50.898	56.338	62.076	67.774	73.437	79.05	84.591	90.089	95.602	102.19	111.41	120.75	130.11	139.5	148.97	158.62	168.38	178.13	187.89	197.37	206.37	214.93	223.44	232.12	240.81	249.07	256.23	262.8	269.18	275.55	281.92	288.3	294.67	300.94	307.07	313.24	319.37	325.46	331.52
800.01	798.79	797.1	795.41	793.72	792.03	790.34	788.66	786.97	785.28	783.59	781.9	780.21	778.52	776.83	775.14	773.45	771.76	770.07	768.38	766.68	764.99	763.3	761.61	759.92	758.22	756.53	754.84	753.15	751.38	749.16	745.99	742.47	738.95	735.42	731.9	728.38	724.85	721.32	717.79	714.26	710.73	707.14	703.27	699.12	694.68	689.99	685.14	680.17	675.16	670.14	665.12	660.09	655.05	649.99	644.91	639.82	634.7	629.57	624.43	619.28	614.1	608.73	603.1	597.2	590.99	584.35	577.44	570.55	563.68	556.9	550.3	543.9	537.7	531.59	525.5	519.41	513.33	507.15	500.75	494.11	487.18	480.03	472.87	465.71	458.64	451.94	445.48	439.27	433.21	427.23	421.24	415.29	409.38	403.5	397.68	391.91	386.19	380.54	374.9	369.24	363.57	357.87	352.2	347.1	342.41	337.73	333.05	328.37	323.69	319.01	314.32	309.64	305.01	300.47	296.04	291.69	287.4	283.11	278.81	274.52	270.23	265.93	261.64	257.34	253.06	248.91	244.9	240.94	236.98	233.01	229.04	225.07	221.1	217.13	213.17	209.21	205.24	201.31	197.51	193.87	190.25	186.63	183.01	179.39	175.77	172.15	168.54	164.92	161.31	157.69	154.08	150.55	147.32	144.2	141.07	137.95	134.82	131.69	128.57	125.44	122.31	119.19	116.07	112.94	109.82	106.69	103.55	100.58	98.147	96.103	94.16	92.251	90.359	88.477	86.603	84.734	82.871	81.011	79.155	77.302	75.451	73.602	71.754	69.908	68.063	66.221	64.383	62.558	60.747	58.953	57.187	55.461	53.763	52.115	50.594	49.148	47.766	46.376	44.985	43.601	42.225	40.853	39.483	38.115	36.749	35.383	34.018	32.653	31.289	29.925	28.561	27.197	25.833	24.468	23.103	21.738	20.372	19.005	17.638	16.27	14.901	13.53	12.156	10.778	9.3947	8.0031	6.5983	5.1723	3.712	2.2123	0.59404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51347	2.9787	5.4438	7.9044	10.375	12.855	15.342	17.833	20.329	22.827	25.327	27.829	30.332	32.835	35.339	37.843	40.347	42.851	45.405	48.223	51.688	56.851	62.661	68.403	74.083	79.684	85.156	90.43	95.599	102.09	111.3	120.83	130.37	139.91	149.48	159.11	168.78	178.45	188.1	197.44	206.42	215.15	224.06	232.95	241.49	249.53	256.89	263.78	270.36	276.74	283.11	289.49	295.85	302.06	308.16	314.26	320.33	326.36	332.36
800.01	798.97	797.28	795.59	793.9	792.21	790.53	788.84	787.15	785.46	783.76	782.07	780.38	778.69	777	775.31	773.61	771.92	770.23	768.53	766.84	765.14	763.45	761.75	760.06	758.36	756.67	754.98	753.28	751.46	749.24	746.26	742.74	739.21	735.69	732.16	728.63	725.1	721.57	718.03	714.5	710.94	707.18	703.21	699.04	694.66	690.05	685.3	680.43	675.44	670.42	665.39	660.35	655.3	650.24	645.16	640.07	634.97	629.85	624.72	619.58	614.33	608.87	603.18	597.27	591.09	584.58	577.7	570.75	563.86	557.07	550.44	543.98	537.69	531.53	525.4	519.28	513.16	506.91	500.48	493.82	486.89	479.73	472.55	465.38	458.44	451.76	445.28	438.98	432.82	426.77	420.78	414.83	408.91	403.04	397.22	391.43	385.7	380.03	374.41	368.78	363.15	357.5	351.84	346.79	342.11	337.43	332.75	328.07	323.39	318.72	314.04	309.37	304.77	300.26	295.82	291.45	287.15	282.86	278.57	274.28	269.99	265.7	261.41	257.12	252.86	248.72	244.69	240.72	236.73	232.74	228.75	224.77	220.78	216.8	212.82	208.83	204.87	200.97	197.16	193.46	189.82	186.19	182.57	178.94	175.32	171.69	168.07	164.44	160.83	157.21	153.6	150.15	146.94	143.84	140.74	137.63	134.53	131.42	128.31	125.21	122.1	118.99	115.89	112.78	109.67	106.56	103.43	100.53	98.087	95.958	93.949	91.979	90.033	88.103	86.183	84.273	82.369	80.472	78.58	76.691	74.806	72.923	71.041	69.159	67.279	65.399	63.522	61.653	59.808	57.991	56.213	54.5	52.842	51.279	50.01	48.653	47.265	45.865	44.464	43.062	41.666	40.276	38.891	37.509	36.13	34.752	33.376	32.001	30.626	29.252	27.878	26.504	25.13	23.756	22.381	21.006	19.629	18.252	16.874	15.495	14.114	12.732	11.346	9.9548	8.5566	7.1483	5.7225	4.2683	2.7675	1.2992	0.033552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0078	3.4295	5.8336	8.2612	10.709	13.171	15.642	18.121	20.604	23.092	25.582	28.074	30.568	33.063	35.559	38.055	40.551	43.06	45.737	48.746	52.367	57.353	63.239	69.043	74.773	80.408	85.885	91.064	95.862	101.81	111.2	120.93	130.64	140.33	149.98	159.6	169.18	178.76	188.32	197.61	206.59	215.73	224.95	233.8	242.26	250.22	257.67	264.71	271.45	277.94	284.31	290.68	297.01	303.19	309.28	315.32	321.32	327.29	333.22
800.02	799.15	797.46	795.78	794.09	792.4	790.71	789.02	787.33	785.63	783.94	782.25	780.56	778.86	777.17	775.47	773.78	772.08	770.39	768.69	767	765.3	763.6	761.9	760.21	758.51	756.81	755.11	753.41	751.55	749.34	746.51	743.01	739.48	735.95	732.42	728.89	725.35	721.81	718.28	714.74	711.07	707.22	703.21	699.03	694.67	690.12	685.43	680.63	675.71	670.7	665.67	660.63	655.57	650.5	645.43	640.34	635.24	630.13	625.01	619.85	614.56	609.07	603.36	597.43	591.25	584.79	577.96	570.97	564.05	557.23	550.56	544.04	537.69	531.48	525.32	519.16	513	506.73	500.27	493.56	486.59	479.42	472.23	465.07	458.18	451.51	445	438.65	432.43	426.32	420.32	414.36	408.44	402.56	396.73	390.94	385.2	379.52	373.9	368.29	362.69	357.08	351.45	346.48	341.81	337.13	332.46	327.78	323.1	318.43	313.75	309.1	304.53	300.02	295.59	291.22	286.9	282.61	278.33	274.04	269.75	265.47	261.18	256.89	252.65	248.51	244.47	240.47	236.47	232.46	228.45	224.45	220.44	216.44	212.44	208.45	204.51	200.62	196.81	193.07	189.4	185.77	182.13	178.5	174.87	171.24	167.61	163.98	160.35	156.73	153.13	149.74	146.55	143.48	140.4	137.31	134.23	131.14	128.05	124.97	121.88	118.79	115.7	112.61	109.52	106.42	103.32	100.46	98.022	95.851	93.774	91.745	89.744	87.762	85.795	83.84	81.896	79.96	78.032	76.109	74.19	72.274	70.359	68.444	66.528	64.61	62.692	60.776	58.874	57.023	55.227	53.524	51.912	50.475	49.484	48.148	46.761	45.359	43.953	42.546	41.138	39.732	38.331	36.935	35.542	34.152	32.764	31.378	29.992	28.608	27.224	25.84	24.456	23.072	21.688	20.303	18.917	17.529	16.14	14.75	13.359	11.965	10.568	9.1663	7.7564	6.337	4.9026	3.4607	2.0522	0.63668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4863	3.8102	6.1764	8.5824	11.014	13.463	15.923	18.391	20.866	23.344	25.826	28.311	30.797	33.285	35.773	38.263	40.752	43.3	46.075	49.21	52.937	57.862	63.825	69.705	75.508	81.21	86.744	91.934	96.421	101.28	111.11	121.06	130.93	140.79	150.51	160.09	169.58	179.07	188.57	197.84	207.03	216.58	225.95	234.78	243.18	251.12	258.61	265.73	272.55	279.12	285.5	291.87	298.17	304.32	310.4	316.41	322.35	328.26	334.12
800.02	799.34	797.65	795.96	794.27	792.58	790.89	789.2	787.51	785.82	784.12	782.43	780.73	779.04	777.34	775.64	773.95	772.25	770.55	768.85	767.16	765.46	763.75	762.05	760.35	758.65	756.95	755.25	753.54	751.68	749.49	746.74	743.27	739.74	736.21	732.68	729.14	725.6	722.06	718.52	714.94	711.2	707.31	703.27	699.08	694.73	690.21	685.57	680.81	675.95	670.99	665.96	660.91	655.85	650.78	645.71	640.62	635.52	630.42	625.3	620.12	614.81	609.32	603.62	597.67	591.49	585.03	578.23	571.19	564.24	557.39	550.66	544.09	537.69	531.45	525.25	519.05	512.86	506.58	500.09	493.34	486.31	479.11	471.89	464.76	457.88	451.2	444.67	438.28	432.02	425.87	419.85	413.88	407.94	402.06	396.22	390.43	384.68	379	373.38	367.79	362.2	356.62	351.04	346.18	341.51	336.84	332.17	327.49	322.82	318.14	313.46	308.83	304.27	299.78	295.34	290.97	286.65	282.36	278.08	273.8	269.51	265.23	260.95	256.66	252.42	248.29	244.24	240.21	236.19	232.16	228.13	224.11	220.09	216.07	212.05	208.08	204.15	200.26	196.44	192.68	188.99	185.35	181.71	178.07	174.43	170.79	167.15	163.51	159.88	156.25	152.67	149.32	146.17	143.11	140.05	136.99	133.92	130.86	127.79	124.72	121.65	118.58	115.51	112.44	109.37	106.29	103.2	100.37	97.944	95.765	93.629	91.538	89.478	87.444	85.429	83.432	81.447	79.473	77.508	75.55	73.597	71.649	69.703	67.756	65.807	63.853	61.893	59.929	57.968	56.043	54.219	52.524	50.978	49.99	48.979	47.645	46.261	44.859	43.449	42.036	40.623	39.21	37.798	36.388	34.982	33.579	32.179	30.782	29.386	27.991	26.597	25.203	23.81	22.416	21.023	19.628	18.233	16.836	15.437	14.037	12.636	11.232	9.8276	8.4199	7.0087	5.6018	4.2175	2.8301	1.4154	0.0067188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041956	1.8641	4.1316	6.4792	8.8728	11.294	13.734	16.186	18.647	21.114	23.585	26.061	28.538	31.018	33.5	35.982	38.465	40.948	43.53	46.364	49.578	53.4	58.386	64.428	70.398	76.298	82.107	87.757	93.055	97.402	102.36	112.08	121.95	131.67	141.37	151.13	160.58	170.03	179.42	188.8	198.12	207.68	217.66	227.13	235.97	244.32	252.24	259.72	266.85	273.7	280.31	286.7	293.06	299.33	305.46	311.53	317.54	323.42	329.26	335.06
800.02	799.54	797.84	796.15	794.46	792.77	791.08	789.39	787.69	786	784.3	782.61	780.91	779.21	777.52	775.82	774.12	772.42	770.72	769.02	767.32	765.62	763.91	762.21	760.5	758.8	757.09	755.39	753.68	751.83	749.68	746.98	743.54	740.01	736.47	732.93	729.38	725.84	722.3	718.75	715.12	711.34	707.43	703.38	699.18	694.83	690.34	685.72	681.01	676.19	671.27	666.25	661.2	656.14	651.07	646	640.91	635.81	630.71	625.59	620.41	615.1	609.62	603.95	598	591.79	585.31	578.49	571.42	564.42	557.52	550.74	544.12	537.69	531.42	525.18	518.95	512.73	506.46	499.97	493.14	486.01	478.78	471.56	464.41	457.53	450.84	444.29	437.88	431.58	425.41	419.37	413.37	407.43	401.53	395.68	389.88	384.14	378.46	372.86	367.31	361.76	356.25	350.88	345.99	341.28	336.59	331.9	327.21	322.53	317.85	313.18	308.55	304	299.51	295.09	290.71	286.4	282.11	277.83	273.55	269.27	264.99	260.71	256.43	252.19	248.06	243.99	239.94	235.89	231.84	227.8	223.76	219.72	215.69	211.67	207.69	203.77	199.89	196.07	192.3	188.59	184.93	181.29	177.64	174	170.35	166.7	163.06	159.42	155.78	152.19	148.88	145.78	142.75	139.71	136.67	133.62	130.57	127.52	124.46	121.41	118.36	115.31	112.26	109.21	106.15	103.08	100.25	97.856	95.679	93.5	91.345	89.229	87.145	85.086	83.047	81.023	79.012	77.01	75.017	73.03	71.047	69.067	67.09	65.111	63.126	61.128	59.115	57.092	55.075	53.179	51.485	50.178	49.695	48.501	47.158	45.77	44.366	42.952	41.534	40.115	38.696	37.277	35.86	34.444	33.031	31.62	30.211	28.805	27.4	25.996	24.593	23.19	21.788	20.385	18.982	17.578	16.173	14.767	13.359	11.951	10.543	9.1379	7.7413	6.3542	4.9711	3.5927	2.2096	0.79356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070872	2.1565	4.4101	6.7483	9.1358	11.552	13.986	16.431	18.884	21.343	23.807	26.277	28.751	31.228	33.708	36.186	38.663	41.141	43.728	46.58	49.833	53.747	58.915	65.053	71.127	77.151	83.115	88.969	94.542	99.3	106.65	115.35	124.35	133.58	143.01	152.53	161.85	171.21	180.45	189.57	198.55	208.73	219.03	228.61	237.44	245.73	253.58	261.01	268.1	274.93	281.51	287.9	294.25	300.49	306.6	312.66	318.7	324.52	330.29	336.03
800.03	799.74	798.04	796.35	794.66	792.96	791.27	789.57	787.88	786.18	784.49	782.79	781.09	779.39	777.7	776	774.3	772.6	770.9	769.2	767.49	765.79	764.08	762.37	760.66	758.95	757.24	755.53	753.82	752	749.9	747.24	743.8	740.26	736.72	733.18	729.63	726.08	722.54	718.98	715.32	711.52	707.59	703.53	699.32	694.98	690.5	685.91	681.22	676.43	671.54	666.55	661.5	656.44	651.37	646.29	641.21	636.11	631.01	625.89	620.72	615.42	609.96	604.32	598.39	592.16	585.64	578.78	571.64	564.58	557.63	550.8	544.13	537.68	531.4	525.13	518.87	512.61	506.34	499.88	492.94	485.7	478.46	471.21	464.04	457.13	450.42	443.86	437.43	431.11	424.93	418.86	412.85	406.89	400.98	395.12	389.32	383.59	377.96	372.42	366.92	361.47	356.12	350.91	345.96	341.15	336.4	331.68	326.97	322.27	317.57	312.89	308.27	303.72	299.23	294.81	290.45	286.14	281.86	277.59	273.31	269.03	264.75	260.48	256.2	251.95	247.81	243.73	239.65	235.58	231.51	227.45	223.4	219.35	215.3	211.27	207.3	203.38	199.5	195.68	191.9	188.19	184.52	180.87	177.22	173.57	169.92	166.27	162.61	158.96	155.31	151.7	148.43	145.4	142.39	139.38	136.37	133.34	130.3	127.26	124.21	121.17	118.12	115.09	112.06	109.03	106	102.95	100.11	97.761	95.572	93.363	91.162	88.996	86.866	84.764	82.684	80.622	78.574	76.536	74.508	72.487	70.471	68.46	66.451	64.444	62.431	60.404	58.35	56.264	54.142	52.084	50.444	50	49.313	48.046	46.687	45.292	43.881	42.462	41.036	39.609	38.182	36.757	35.333	33.913	32.494	31.077	29.661	28.246	26.833	25.421	24.009	22.598	21.187	19.776	18.366	16.955	15.545	14.134	12.724	11.317	9.9119	8.5112	7.1169	5.7281	4.3452	2.9737	1.6075	0.31996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35052	2.4258	4.6664	6.995	9.3751	11.785	14.21	16.647	19.093	21.545	24.002	26.465	28.932	31.406	33.887	36.371	38.854	41.33	43.885	46.711	49.958	53.968	59.451	65.693	71.879	78.041	84.21	90.409	96.572	102.67	110.68	119.03	127.64	136.5	145.65	154.99	164.2	173.39	182.58	191.85	201.22	210.83	220.87	230.51	239.29	247.45	255.15	262.47	269.47	276.22	282.74	289.09	295.44	301.66	307.74	313.79	319.83	325.65	331.36	337.04
800.03	799.95	798.24	796.55	794.85	793.16	791.46	789.76	788.07	786.37	784.67	782.97	781.28	779.58	777.88	776.18	774.48	772.78	771.08	769.38	767.67	765.96	764.26	762.54	760.83	759.11	757.39	755.67	753.96	752.19	750.15	747.52	744.06	740.52	736.97	733.42	729.87	726.32	722.77	719.21	715.52	711.72	707.79	703.72	699.51	695.17	690.7	686.13	681.45	676.68	671.82	666.85	661.8	656.74	651.68	646.6	641.51	636.42	631.31	626.2	621.04	615.77	610.35	604.75	598.87	592.61	586.03	579.07	571.88	564.73	557.71	550.83	544.12	537.69	531.39	525.11	518.82	512.52	506.21	499.85	492.64	485.38	478.12	470.86	463.64	456.68	449.96	443.39	436.96	430.63	424.44	418.34	412.3	406.31	400.39	394.53	388.75	383.09	377.52	372.05	366.63	361.29	356.04	350.91	345.95	341.08	336.27	331.5	326.77	322.05	317.33	312.62	307.97	303.41	298.94	294.53	290.18	285.89	281.61	277.33	273.05	268.78	264.51	260.24	255.97	251.7	247.55	243.45	239.35	235.26	231.17	227.1	223.03	218.96	214.9	210.87	206.9	202.97	199.1	195.27	191.5	187.78	184.12	180.48	176.84	173.2	169.54	165.88	162.21	158.53	154.85	151.21	148	145.05	142.09	139.1	136.1	133.08	130.05	127.01	123.97	120.93	117.89	114.86	111.83	108.83	105.83	102.83	99.948	97.661	95.428	93.2	90.982	88.778	86.605	84.462	82.343	80.243	78.158	76.086	74.023	71.969	69.921	67.88	65.843	63.806	61.766	59.714	57.634	55.502	53.297	50.954	50	49.942	48.93	47.611	46.232	44.824	43.397	41.963	40.528	39.094	37.662	36.231	34.803	33.378	31.956	30.535	29.116	27.699	26.282	24.865	23.448	22.032	20.615	19.199	17.783	16.367	14.953	13.539	12.126	10.713	9.302	7.8946	6.4951	5.1042	3.7233	2.365	1.0596	0.032347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54174	2.6405	4.8841	7.2123	9.5842	11.993	14.423	16.859	19.299	21.742	24.19	26.643	29.101	31.565	34.038	36.519	39.009	41.502	44.015	46.76	49.954	54.062	59.951	66.262	72.525	78.79	85.111	91.563	98.192	105.74	113.73	122.13	130.76	139.35	148.23	157.46	166.31	175.28	184.46	193.81	203.34	213.04	223.01	232.76	241.51	249.49	256.98	264.1	270.94	277.54	283.95	290.29	296.64	302.83	308.88	314.92	320.96	326.82	332.47	338.08
